"##Downloaded July 9, 2015 from http://hgdownload.soe.ucsc.edu/goldenPath/hg19/database/ "								
#Name	Transcript	Chromosome	Transcription_Start	Transcription_End	Alpha	Beta	Gamma	Delta
FBXO44	NM_033182	chr1	11714913	11723384	1000	1000	4235	4235
FBXO44	NR_130909	chr1	11714913	11723384	1000	1000	4235	4235
FBXO44	NM_183413	chr1	11714913	11723384	1000	1000	4235	4235
FBXO6	NM_018438	chr1	11724149	11734409	1000	1000	5130	5129
MAD2L2	NM_006341	chr1	11734536	11741271	1000	1000	3367	3367
MAD2L2	NM_001127325	chr1	11734536	11751678	1000	1000	8571	8570
DRAXIN	NM_198545	chr1	11751780	11780336	1000	1000	14278	14277
AGTRAP	NM_001040194	chr1	11796141	11810828	1000	1000	7343	7343
AGTRAP	NM_001040195	chr1	11796141	11810828	1000	1000	7343	7343
AGTRAP	NM_001040197	chr1	11796141	11810828	1000	1000	7343	7343
AGTRAP	NM_001040196	chr1	11796141	11810828	1000	1000	7343	7343
AGTRAP	NM_020350	chr1	11796141	11810828	1000	1000	7343	7343
C1orf167	NM_001010881	chr1	11822249	11849642	1000	1000	13696	13696
LOC102724659	NR_126000	chr1	11837133	11839676	1000	1000	1271	1271
MTHFR	NM_005957	chr1	11845786	11866160	1000	1000	10187	10186
CLCN6	NR_046428	chr1	11866152	11903201	1000	1000	18524	18524
CLCN6	NM_001286	chr1	11866152	11903201	1000	1000	18524	18524
CLCN6	NM_001256959	chr1	11866152	11903201	1000	1000	18524	18524
NPPA-AS1	NR_037806	chr1	11900375	11907673	1000	1000	3649	3648
NPPA	NM_006172	chr1	11905766	11907840	1000	1000	1037	1036
NPPB	NM_002521	chr1	11917520	11918992	1000	1000	736	735
KIAA2013	NM_138346	chr1	11979644	11986485	1000	1000	3420	3420
PLOD1	NM_000302	chr1	11994723	12035599	1000	1000	20438	20437
MFN2	NM_001127660	chr1	12040237	12073572	1000	1000	16667	16667
MFN2	NM_014874	chr1	12040237	12073572	1000	1000	16667	16667
MIIP	NM_021933	chr1	12079298	12092106	1000	1000	6404	6403
MIR6729	NR_106787	chr1	12089214	12089279	1000	1000	32	32
TNFRSF8	NM_001243	chr1	12123433	12204264	1000	1000	40415	40415
TNFRSF8	NM_001281430	chr1	12123433	12204264	1000	1000	40415	40415
MIR7846	NR_107000	chr1	12226999	12227095	1000	1000	48	47
TNFRSF1B	NM_001066	chr1	12227059	12269277	1000	1000	21109	21108
MIR4632	NR_039775	chr1	12251769	12251830	1000	1000	30	30
VPS13D	NM_018156	chr1	12290095	12572098	1000	1000	141001	141001
VPS13D	NM_015378	chr1	12290095	12572098	1000	1000	141001	141001
SNORA59B	NR_003022	chr1	12567299	12567451	1000	1000	76	75
SNORA59A	NR_003025	chr1	12567299	12567451	1000	1000	76	75
DHRS3	NM_004753	chr1	12627938	12677737	1000	1000	24899	24899
MIR6730	NR_106788	chr1	12638984	12639051	1000	1000	33	33
AADACL4	NM_001013630	chr1	12704565	12727097	1000	1000	11266	11265
AADACL3	NR_111984	chr1	12776117	12788726	1000	1000	6304	6304
AADACL3	NM_001103170	chr1	12776117	12788726	1000	1000	6304	6304
C1orf158	NM_152290	chr1	12806133	12821102	1000	1000	7484	7484
PRAMEF12	NM_001080830	chr1	12834990	12838048	1000	1000	1529	1528
PRAMEF1	NM_023013	chr1	12851545	12856777	1000	1000	2616	2615
PRAMEF1	NM_001294139	chr1	12854842	12856777	1000	1000	967	967
PRAMEF11	NM_001146344	chr1	12884617	12891264	1000	1000	3323	3323
HNRNPCL1	NM_001013631	chr1	12907229	12908609	1000	1000	690	689
HNRNPCL3	NM_001146181	chr1	12907229	12908235	1000	1000	503	502
HNRNPCL4	NM_001302551	chr1	12907229	12908157	1000	1000	464	463
PRAMEF2	NM_023014	chr1	12916940	12921764	1000	1000	2412	2411
PRAMEF4	NM_001009611	chr1	12939032	12946025	1000	1000	3496	3496
PRAMEF8	NM_001012276	chr1	12976466	12980300	1000	1000	1917	1916
PRAMEF7	NM_001012277	chr1	12976466	12980300	1000	1000	1917	1916
PRAMEF6	NM_001010889	chr1	12998301	13007406	1000	1000	4552	4552
PRAMEF9	NM_001010890	chr1	12998504	13002353	1000	1000	1924	1924
LOC101929983	NM_001300891	chr1	12998504	13002353	1000	1000	1924	1924
LOC391003	NM_001099850	chr1	13035498	13039011	1000	1000	1756	1756
PRAMEF22	NM_001100631	chr1	13035542	13038381	1000	1000	1419	1419
PRAMEF25	NM_001310134	chr1	13052239	13112702	1000	1000	30231	30231
PRAMEF26	NM_001306072	chr1	13052393	13112702	1000	1000	30154	30154
PRAMEF5	NM_001013407	chr1	13108513	13117751	1000	1000	4619	4618
LOC649324	NR_111947	chr1	13161985	13167193	1000	1000	2604	2603
LOC645354	NR_111945	chr1	13161985	13167193	1000	1000	2604	2603
HNRNPCL2	NM_001136561	chr1	13182959	13184326	1000	1000	683	683
LOC649324	NR_111947	chr1	13194517	13199727	1000	1000	2605	2604
LOC645354	NR_111945	chr1	13194517	13199727	1000	1000	2605	2604
LOC391003	NM_001099850	chr1	13328195	13698405	1000	1000	185105	185104
PRAMEF22	NM_001100631	chr1	13328832	13331671	1000	1000	1419	1419
PRAMEF5	NM_001013407	chr1	13359818	13369057	1000	1000	4619	4619
PRAMEF6	NM_001010889	chr1	13359832	13368936	1000	1000	4552	4551
LOC101929983	NM_001300891	chr1	13364885	13368733	1000	1000	1924	1923
PRAMEF8	NM_001012276	chr1	13386914	13390748	1000	1000	1917	1916
PRAMEF7	NM_001012277	chr1	13386914	13390748	1000	1000	1917	1916
PRAMEF10	NM_001039361	chr1	13409127	13414502	1000	1000	2687	2687
LOC645382	NM_001291381	chr1	13409134	13414502	1000	1000	2684	2683
PRAMEF15	NM_001098376	chr1	13421175	13428190	1000	1000	3507	3507
LOC101929983	NM_001300891	chr1	13424002	13427859	1000	1000	1928	1928
PRAMEF14	NM_001024661	chr1	13447413	13452656	1000	1000	2621	2621
LOC400736	NM_001291380	chr1	13447413	13452656	1000	1000	2621	2621
PRAMEF19	NM_001099790	chr1	13474052	13477569	1000	1000	1758	1758
PRAMEF16	NM_001045480	chr1	13495253	13498259	1000	1000	1503	1502
PRAMEF17	NM_001099851	chr1	13495257	13498257	1000	1000	1500	1499
PRAMEF20	NM_001099852	chr1	13516065	13526943	1000	1000	5439	5438
PRAMEF8	NM_001012276	chr1	13607699	13611533	1000	1000	1917	1916
PRAMEF7	NM_001012277	chr1	13607699	13611533	1000	1000	1917	1916
PRAMEF10	NM_001039361	chr1	13629924	13635299	1000	1000	2687	2687
LOC645382	NM_001291381	chr1	13629931	13635299	1000	1000	2684	2683
PRAMEF15	NM_001098376	chr1	13641972	13648987	1000	1000	3507	3507
LOC101929983	NM_001300891	chr1	13644799	13648656	1000	1000	1928	1928
PRAMEF14	NM_001024661	chr1	13668268	13673511	1000	1000	2621	2621
LOC400736	NM_001291380	chr1	13668268	13673511	1000	1000	2621	2621
PRAMEF19	NM_001099790	chr1	13694888	13698405	1000	1000	1758	1758
PRAMEF17	NM_001099851	chr1	13716091	13719089	1000	1000	1499	1498
PRAMEF20	NM_001099852	chr1	13736906	13747803	1000	1000	5448	5448
LRRC38	NM_001010847	chr1	13801444	13840242	1000	1000	19399	19398
PDPN	NM_198389	chr1	13910251	13944452	1000	1000	17100	17100
PDPN	NM_006474	chr1	13910251	13944452	1000	1000	17100	17100
PDPN	NM_001006625	chr1	13911966	13944452	1000	1000	16243	16242
PDPN	NM_001006624	chr1	13911966	13944452	1000	1000	16243	16242
PRDM2	NM_001135610	chr1	14026734	14151574	1000	1000	62420	62419
PRDM2	NM_012231	chr1	14031349	14151574	1000	1000	60112	60112
PRDM2	NM_015866	chr1	14031349	14114574	1000	1000	41612	41612
PRDM2	NM_001007257	chr1	14075875	14114574	1000	1000	19349	19349
KAZN	NM_015209	chr1	14925212	15394651	1000	1000	234719	234719
KAZN	NM_201628	chr1	14925212	15444544	1000	1000	259666	259665
KAZN	NM_001018000	chr1	15250624	15394651	1000	1000	72013	72013
KAZN	NM_001018001	chr1	15256295	15394651	1000	1000	69178	69177
KAZN	NM_001017999	chr1	15272414	15394651	1000	1000	61118	61118
TMEM51-AS1	NR_027136	chr1	15438310	15478960	1000	1000	20325	20324
TMEM51	NM_001136217	chr1	15479027	15546974	1000	1000	33973	33973
TMEM51	NM_001136216	chr1	15479027	15546974	1000	1000	33973	33973
TMEM51	NM_018022	chr1	15480228	15546974	1000	1000	33373	33372
TMEM51	NM_001136218	chr1	15480228	15546974	1000	1000	33373	33372
C1orf195	NM_001278502	chr1	15490691	15498120	1000	1000	3714	3714
C1orf195	NM_001278501	chr1	15494969	15498120	1000	1000	1575	1575
FHAD1	NM_052929	chr1	15573767	15724622	1000	1000	75427	75427
EFHD2	NM_024329	chr1	15736390	15756839	1000	1000	10224	10224
CTRC	NM_007272	chr1	15764937	15773153	1000	1000	4108	4107
CELA2A	NM_033440	chr1	15783222	15798586	1000	1000	7682	7681
CELA2B	NM_015849	chr1	15802595	15817895	1000	1000	7650	7649
CASP9	NM_032996	chr1	15817895	15851285	1000	1000	16695	16694
CASP9	NM_001278054	chr1	15817895	15850940	1000	1000	16522	16522
CASP9	NM_001229	chr1	15817895	15850940	1000	1000	16522	16522
CASP9	NR_102733	chr1	15817895	15850940	1000	1000	16522	16522
CASP9	NR_102732	chr1	15817895	15850940	1000	1000	16522	16522
DNAJC16	NR_109898	chr1	15853307	15898228	1000	1000	22460	22460
DNAJC16	NM_001287811	chr1	15853307	15898228	1000	1000	22460	22460
DNAJC16	NM_015291	chr1	15853307	15898228	1000	1000	22460	22460
AGMAT	NM_024758	chr1	15898193	15911605	1000	1000	6706	6705
DDI2	NM_032341	chr1	15943952	15987552	1000	1000	21800	21799
RSC1A1	NM_006511	chr1	15986363	15988217	1000	1000	927	926
PLEKHM2	NM_015164	chr1	16010826	16061264	1000	1000	25219	25218
SLC25A34	NM_207348	chr1	16062808	16067887	1000	1000	2539	2539
TMEM82	NM_001013641	chr1	16068986	16074292	1000	1000	2653	2652
FBLIM1	NM_017556	chr1	16085254	16113084	1000	1000	13915	13914
FBLIM1	NM_001024215	chr1	16090993	16101715	1000	1000	5361	5360
FBLIM1	NM_001024216	chr1	16091458	16113084	1000	1000	10813	10812
UQCRHL	NM_001089591	chr1	16133656	16134194	1000	1000	269	268
FLJ37453	NR_024279	chr1	16160709	16174642	1000	1000	6966	6966
SPEN	NM_015001	chr1	16174358	16266950	1000	1000	46296	46295
MIR5096	NR_039973	chr1	16197643	16231962	1000	1000	17159	17159
ZBTB17	NM_003443	chr1	16268363	16302627	1000	1000	17132	17131
ZBTB17	NM_001287603	chr1	16268363	16302627	1000	1000	17132	17131
ZBTB17	NM_001287604	chr1	16268363	16302627	1000	1000	17132	17131
ZBTB17	NM_001242884	chr1	16268363	16302627	1000	1000	17132	17131
C1orf64	NM_178840	chr1	16330730	16333190	1000	1000	1230	1229
HSPB7	NM_014424	chr1	16340522	16345285	1000	1000	2381	2381
CLCNKA	NM_001042704	chr1	16348485	16360545	1000	1000	6030	6029
CLCNKA	NM_004070	chr1	16348485	16360545	1000	1000	6030	6029
CLCNKA	NM_001257139	chr1	16348485	16360545	1000	1000	6030	6029
CLCNKB	NM_000085	chr1	16370230	16383821	1000	1000	6795	6795
CLCNKB	NM_001165945	chr1	16375256	16383821	1000	1000	4282	4282
FAM131C	NM_182623	chr1	16384263	16400127	1000	1000	7932	7931
EPHA2	NM_004431	chr1	16450831	16482582	1000	1000	15875	15875
ARHGEF19	NM_153213	chr1	16524598	16539104	1000	1000	7253	7252
RSG1	NM_030907	chr1	16558181	16563659	1000	1000	2739	2738
FBXO42	NM_018994	chr1	16573334	16678986	1000	1000	52826	52825
SZRD1	NM_001114600	chr1	16693524	16724643	1000	1000	15559	15559
SZRD1	NR_073503	chr1	16693524	16724643	1000	1000	15559	15559
SZRD1	NR_073502	chr1	16693524	16724643	1000	1000	15559	15559
SZRD1	NR_073501	chr1	16693524	16724643	1000	1000	15559	15559
SZRD1	NR_073500	chr1	16693524	16724643	1000	1000	15559	15559
SZRD1	NM_001271869	chr1	16693524	16724643	1000	1000	15559	15559
SPATA21	NM_198546	chr1	16725137	16763919	1000	1000	19391	19390
NECAP2	NM_018090	chr1	16767166	16786584	1000	1000	9709	9708
NECAP2	NM_001145278	chr1	16767166	16786584	1000	1000	9709	9708
NECAP2	NM_001145277	chr1	16767166	16786584	1000	1000	9709	9708
CROCCP3	NR_023386	chr1	16793930	16819196	1000	1000	12633	12632
FAM231B	NM_001310155	chr1	16865218	16866530	1000	1000	656	655
MIR3675	NR_037446	chr1	16875408	16875482	1000	1000	37	36
NBPF1	NM_017940	chr1	16888921	16940100	1000	1000	25589	25589
CROCCP2	NR_026752	chr1	16944750	16957401	1000	400	6325	6325
MST1P2	NR_027504	chr1	16972068	16976915	400	1000	2423	2423
FAM231C	NM_001310138	chr1	16999497	17000152	1000	1000	327	327
FAM231A	NM_001282321	chr1	16999497	17000007	1000	1000	255	254
MIR3675	NR_037446	chr1	17007749	17007823	1000	1000	37	36
ESPNP	NR_026567	chr1	17017712	17046652	1000	1000	14470	14469
FAM231C	NM_001310138	chr1	17060301	17060956	1000	1000	327	327
FAM231A	NM_001282321	chr1	17060446	17060956	1000	1000	255	254
MST1L	NM_001271733	chr1	17081128	17090975	1000	1000	4923	4923
MIR3675	NR_037446	chr1	17185443	17185516	1000	1000	36	36
CROCC	NM_014675	chr1	17248444	17299474	1000	1000	25515	25514
MFAP2	NM_001135248	chr1	17300998	17307173	1000	1000	3087	3087
MFAP2	NM_001135247	chr1	17300998	17308081	1000	1000	3541	3541
MFAP2	NM_017459	chr1	17300998	17308081	1000	1000	3541	3541
MFAP2	NM_002403	chr1	17300998	17307173	1000	1000	3087	3087
ATP13A2	NM_001141974	chr1	17312452	17338467	1000	1000	13007	13007
ATP13A2	NM_001141973	chr1	17312452	17338467	1000	1000	13007	13007
ATP13A2	NM_022089	chr1	17312452	17338467	1000	1000	13007	13007
SDHB	NM_003000	chr1	17345224	17380665	1000	1000	17720	17720
PADI2	NM_007365	chr1	17393255	17445948	1000	1000	26346	26346
PADI1	NM_013358	chr1	17531620	17572501	1000	1000	20440	20440
PADI3	NM_016233	chr1	17575592	17610727	1000	1000	17567	17567
MIR3972	NR_039768	chr1	17604383	17604470	1000	1000	43	43
PADI4	NM_012387	chr1	17634689	17690495	1000	1000	27903	27902
PADI6	NM_207421	chr1	17698690	17728195	1000	1000	14752	14752
RCC2	NM_018715	chr1	17733250	17766250	1000	1000	16500	16499
RCC2	NM_001136204	chr1	17733250	17765059	1000	1000	15904	15904
ARHGEF10L	NM_018125	chr1	17866329	18024370	1000	1000	79020	79020
ARHGEF10L	NM_001011722	chr1	17907047	18024370	1000	1000	58661	58661
ACTL8	NM_030812	chr1	18081807	18153558	1000	1000	35875	35875
LOC101927876	NR_125946	chr1	18392150	18400905	1000	1000	4377	4377
IGSF21	NM_032880	chr1	18434239	18704977	1000	1000	135369	135368
KLHDC7A	NM_152375	chr1	18807423	18812480	1000	1000	2528	2528
PAX7	NM_001135254	chr1	18957499	19075360	1000	1000	58930	58930
PAX7	NM_013945	chr1	18957499	19062632	1000	1000	52566	52566
PAX7	NM_002584	chr1	18957499	19062632	1000	1000	52566	52566
TAS1R2	NM_152232	chr1	19166092	19186155	1000	1000	10031	10031
ALDH4A1	NM_001161504	chr1	19197923	19217385	1000	1000	9731	9730
ALDH4A1	NM_170726	chr1	19197923	19229293	1000	1000	15685	15684
ALDH4A1	NM_003748	chr1	19197923	19229293	1000	1000	15685	15684
MIR4695	NR_039844	chr1	19209695	19209769	1000	1000	37	36
MIR1290	NR_031622	chr1	19223564	19223642	1000	1000	39	38
IFFO2	NM_001136265	chr1	19230773	19282826	1000	1000	26026	26026
UBR4	NM_020765	chr1	19400999	19536746	1000	1000	67873	67873
EMC1	NM_001271429	chr1	19542157	19578053	1000	1000	17948	17947
EMC1	NM_001271428	chr1	19542157	19578053	1000	1000	17948	17947
EMC1	NM_001271427	chr1	19542157	19578053	1000	1000	17948	17947
EMC1	NM_015047	chr1	19542157	19578053	1000	1000	17948	17947
MRTO4	NM_016183	chr1	19578074	19586622	1000	1000	4274	4273
AKR7L	NR_040289	chr1	19592475	19600568	1000	1000	4046	4046
AKR7L	NR_040288	chr1	19592475	19600568	1000	1000	4046	4046
AKR7A3	NM_012067	chr1	19609056	19615280	1000	1000	3112	3111
LOC100506730	NR_037847	chr1	19619740	19622230	1000	1000	1245	1244
AKR7A2	NM_003689	chr1	19629201	19638640	1000	1000	4719	4719
PQLC2	NM_001040126	chr1	19638739	19655794	1000	1000	8527	8527
PQLC2	NM_001040125	chr1	19638739	19655794	1000	1000	8527	8527
PQLC2	NR_109848	chr1	19638739	19658922	1000	1000	10091	10091
PQLC2	NM_017765	chr1	19638739	19655794	1000	1000	8527	8527
PQLC2	NM_001287531	chr1	19638739	19655794	1000	1000	8527	8527
CAPZB	NM_001282162	chr1	19665266	19811201	1000	1000	72967	72967
CAPZB	NM_004930	chr1	19665266	19812135	1000	1000	73434	73434
CAPZB	NM_001206541	chr1	19665266	19812135	1000	1000	73434	73434
CAPZB	NM_001206540	chr1	19665266	19812135	1000	1000	73434	73434
MINOS1-NBL1	NM_001204089	chr1	19923470	19984949	1000	1000	30739	30739
MINOS1	NM_001032363	chr1	19923470	19956315	1000	1000	16422	16422
MINOS1-NBL1	NM_001204088	chr1	19923470	19984949	1000	1000	30739	30739
MINOS1	NM_001204083	chr1	19923470	19956315	1000	1000	16422	16422
MINOS1	NM_001204082	chr1	19923470	19956315	1000	1000	16422	16422
MINOS1	NR_033758	chr1	19923470	19956315	1000	1000	16422	16422
MINOS1	NR_033757	chr1	19923470	19956315	1000	1000	16422	16422
RPS14P3	NR_077246	chr1	19934300	19935138	1000	1000	419	418
NBL1	NM_001278164	chr1	19969722	19984949	1000	1000	7613	7613
NBL1	NM_182744	chr1	19969722	19984949	1000	1000	7613	7613
NBL1	NM_001278165	chr1	19969902	19984949	1000	1000	7523	7523
NBL1	NM_001204084	chr1	19970207	19984949	1000	1000	7371	7370
NBL1	NM_005380	chr1	19970666	19984949	1000	1000	7141	7141
NBL1	NM_001204085	chr1	19971865	19984949	1000	1000	6542	6541
NBL1	NM_001204086	chr1	19972259	19984949	1000	1000	6345	6344
NBL1	NM_001278166	chr1	19974103	19984949	1000	1000	5423	5422
HTR6	NM_000871	chr1	19991779	20007459	1000	1000	7840	7839
TMCO4	NM_181719	chr1	20008705	20126410	1000	1000	58852	58852
RNF186	NM_019062	chr1	20140521	20141771	1000	1000	625	624
OTUD3	NM_015207	chr1	20208887	20239437	1000	1000	15275	15274
PLA2G2E	NM_014589	chr1	20246799	20250110	1000	1000	1655	1655
PLA2G2A	NM_001161729	chr1	20301923	20306152	1000	1000	2114	2114
PLA2G2A	NM_001161728	chr1	20301923	20306932	1000	1000	2504	2504
PLA2G2A	NM_001161727	chr1	20301923	20306932	1000	1000	2504	2504
PLA2G2A	NM_000300	chr1	20301923	20306932	1000	1000	2504	2504
PLA2G5	NM_000929	chr1	20396700	20418394	1000	1000	10847	10846
PLA2G2D	NM_012400	chr1	20439142	20446059	1000	1000	3458	3458
PLA2G2D	NM_001271814	chr1	20439142	20446059	1000	1000	3458	3458
PLA2G2F	NM_022819	chr1	20465822	20476879	1000	1000	5528	5528
PLA2G2C	NM_001105572	chr1	20490483	20501687	1000	1000	5602	5601
UBXN10-AS1	NR_110078	chr1	20510735	20512979	1000	1000	1122	1121
UBXN10	NM_152376	chr1	20512570	20522541	1000	1000	4985	4985
VWA5B1	NM_001039500	chr1	20617411	20681387	1000	1000	31988	31987
LINC01141	NR_033887	chr1	20686293	20755287	1000	1000	34497	34496
CAMK2N1	NM_018584	chr1	20808883	20812728	1000	1000	1922	1922
MUL1	NM_024544	chr1	20825940	20834674	1000	1000	4367	4366
FAM43B	NM_207334	chr1	20878931	20881513	1000	1000	1291	1290
CDA	NM_001785	chr1	20915443	20945400	1000	1000	14978	14978
PINK1	NM_032409	chr1	20959947	20978004	1000	1000	9028	9028
MIR6084	NR_106732	chr1	20960171	20960281	1000	1000	55	54
PINK1-AS	NR_046507	chr1	20969149	20978686	1000	1000	4768	4768
DDOST	NM_005216	chr1	20978259	20988037	1000	1000	4889	4888
KIF17	NM_020816	chr1	20990506	21044510	1000	1000	27002	27001
KIF17	NM_001122819	chr1	20990506	21044510	1000	1000	27002	27001
KIF17	NM_001287212	chr1	20990506	21044510	1000	1000	27002	27001
SH2D5	NM_001103161	chr1	21046224	21059133	1000	1000	6454	6454
SH2D5	NM_001103160	chr1	21046224	21059133	1000	1000	6454	6454
HP1BP3	NM_016287	chr1	21069170	21113181	1000	1000	22005	22005
EIF4G3	NM_001198802	chr1	21132784	21503381	1000	1000	185298	185298
EIF4G3	NM_003760	chr1	21132784	21437876	1000	1000	152546	152545
EIF4G3	NM_001198801	chr1	21132784	21503381	1000	1000	185298	185298
EIF4G3	NM_001198803	chr1	21267737	21501251	1000	1000	116757	116756
MIR1256	NR_031657	chr1	21314806	21314925	1000	1000	59	59
ECE1	NM_001397	chr1	21543739	21616982	1000	1000	36621	36621
ECE1	NM_001113349	chr1	21543739	21616766	1000	1000	36513	36513
ECE1	NM_001113348	chr1	21543739	21672034	1000	1000	64147	64147
ECE1	NM_001113347	chr1	21543739	21606183	1000	1000	31222	31221
LOC100506801	NR_038404	chr1	21619782	21626362	1000	1000	3290	3289
NBPF3	NM_032264	chr1	21766582	21811393	1000	1000	22405	22405
NBPF3	NM_001256417	chr1	21766582	21811393	1000	1000	22405	22405
NBPF3	NM_001256416	chr1	21766582	21811393	1000	1000	22405	22405
NBPF3	NR_046176	chr1	21766582	21811393	1000	1000	22405	22405
ALPL	NM_001177520	chr1	21835857	21904905	1000	1000	34524	34523
ALPL	NM_001127501	chr1	21835857	21904905	1000	1000	34524	34523
ALPL	NM_000478	chr1	21835857	21904905	1000	1000	34524	34523
RAP1GAP	NM_002885	chr1	21922707	21995856	1000	1000	36574	36574
RAP1GAP	NM_001145657	chr1	21922707	21995856	1000	1000	36574	36574
RAP1GAP	NM_001145658	chr1	21922707	21978348	1000	1000	27820	27820
USP48	NM_032236	chr1	22004791	22109688	1000	1000	52448	52448
USP48	NM_001032730	chr1	22054338	22109688	1000	1000	27675	27674
LDLRAD2	NM_001013693	chr1	22138757	22151714	1000	1000	6478	6478
HSPG2	NM_005529	chr1	22148724	22263790	1000	1000	57533	57532
HSPG2	NM_001291860	chr1	22148724	22263790	1000	1000	57533	57532
CELA3B	NM_007352	chr1	22303417	22315847	1000	1000	6215	6214
CELA3A	NM_005747	chr1	22328148	22339035	1000	1000	5443	5443
LOC101928043	NR_110692	chr1	22350486	22352541	1000	1000	1027	1027
LINC00339	NR_023918	chr1	22351683	22357717	1000	1000	3017	3016
LINC00339	NR_109762	chr1	22351996	22357717	1000	1000	2860	2860
LINC00339	NR_109761	chr1	22351996	22357717	1000	1000	2860	2860
LINC00339	NR_109760	chr1	22351996	22357717	1000	1000	2860	2860
LINC00339	NR_109759	chr1	22351996	22357717	1000	1000	2860	2860
LINC00339	NR_023919	chr1	22351996	22357717	1000	1000	2860	2860
CDC42	NM_001039802	chr1	22379119	22419436	1000	1000	20158	20158
CDC42	NM_044472	chr1	22379119	22417296	1000	1000	19088	19088
CDC42	NM_001791	chr1	22379119	22419436	1000	1000	20158	20158
WNT4	NM_030761	chr1	22443797	22469519	1000	1000	12861	12860
MIR4418	NR_039613	chr1	22592731	22592793	1000	1000	31	30
ZBTB40	NM_001083621	chr1	22778343	22857650	1000	1000	39653	39653
ZBTB40	NM_014870	chr1	22778343	22857650	1000	1000	39653	39653
EPHA8	NM_001006943	chr1	22890003	22916112	1000	1000	13054	13054
EPHA8	NM_020526	chr1	22890003	22930087	1000	1000	20042	20041
MIR6127	NR_106742	chr1	22959750	22959859	1000	1000	54	54
C1QA	NM_015991	chr1	22963117	22966175	1000	1000	1529	1528
C1QC	NM_001114101	chr1	22970117	22974603	1000	1000	2243	2242
C1QC	NM_172369	chr1	22970117	22974603	1000	1000	2243	2242
C1QB	NM_000491	chr1	22979681	22988029	1000	1000	4174	4173
EPHB2	NM_004442	chr1	23037330	23247993	1000	1000	105331	105331
EPHB2	NM_017449	chr1	23037330	23247993	1000	1000	105331	105331
EPHB2	NM_001309193	chr1	23037330	23247993	1000	1000	105331	105331
EPHB2	NM_001309192	chr1	23037330	23247993	1000	1000	105331	105331
MIR4684	NR_039832	chr1	23046009	23046091	1000	1000	41	40
MIR4253	NR_036214	chr1	23189651	23189719	1000	1000	34	33
LACTBL1	NM_001289974	chr1	23279535	23291923	1000	1000	6194	6193
C1orf234	NM_001242521	chr1	23337326	23342343	1000	1000	2508	2508
KDM1A	NM_015013	chr1	23345940	23410184	1000	1000	32122	32121
KDM1A	NM_001009999	chr1	23345940	23410184	1000	1000	32122	32121
MIR3115	NR_036057	chr1	23370797	23370865	1000	1000	34	33
MIR4419A	NR_039614	chr1	23384350	23384427	1000	1000	38	38
